path_original,status,transpose,stretch,path_aug,detail
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid",OK,-2,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.131_kmHKUvaVuTY__tr-2__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid",OK,-1,0.975,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.131_kmHKUvaVuTY__tr-1__ts0p975.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid",OK,-2,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.131_kmHKUvaVuTY__tr-2__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid",OK,-3,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.131_kmHKUvaVuTY__tr-3__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid",OK,3,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.131_kmHKUvaVuTY__tr+3__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,3,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr+3__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,0,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr0__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,-3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr-3__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,3,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr+3__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid",OK,-2,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_A_minor_H.61_HJ-JrNHBuF0__tr-2__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,3,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr+3__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,-3,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr-3__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,0,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr0__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,-3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr-3__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid",OK,1,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.132_hb7yVsHEc7U__tr+1__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,3,0.975,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr+3__ts0p975.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,1,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr+1__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,0,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr0__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,0,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr0__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid",OK,-1,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B_minor_H.245_VWaA0i-J_2g__tr-1__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,3,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr+3__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr+3__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,-3,0.975,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr-3__ts0p975.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,3,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr+3__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid",OK,-3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.116_8Df7LYJ8lQI__tr-3__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,-3,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr-3__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,1,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr+1__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,-2,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr-2__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,3,0.975,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr+3__ts0p975.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid",OK,2,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.2_OB6XzNGpfpQ__tr+2__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,-1,0.95,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr-1__ts0p950.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,-3,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr-3__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,-3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr-3__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,3,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr+3__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid",OK,-1,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.211_jF3uV48IpFY__tr-1__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,0,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr0__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,-2,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr-2__ts1p050.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,-3,0.975,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr-3__ts0p975.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,1,1.025,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr+1__ts1p025.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,-2,1.0,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr-2__ts1p000.mid,
"C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_clean\Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid",OK,3,1.05,C:\Users\herre\PycharmProjects\TFG_INFO\data\finetuning_sonatas_aug\Bach_Carl_Philipp_Emanuel_Keyboard_Sonata_in_B-flat_major_H.51_0y_s9afepoM__tr+3__ts1p050.mid,
