path,length,min_id,max_id
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\11piano_sonata_331_hisamori_merged_piano__tr-3__ts0p975.json,47434,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\11piano_sonata_331_hisamori_merged_piano__tr-3__ts1p050.json,48005,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\11piano_sonata_331_hisamori_merged_piano__tr0__ts0p950.json,47176,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\11piano_sonata_331_hisamori_merged_piano__tr0__ts1p000.json,47378,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\11piano_sonata_331_hisamori_merged_piano__tr0__ts1p025.json,47745,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr+1__ts0p975.json,33643,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr+2__ts0p975.json,33669,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr+2__ts1p000.json,33796,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr+3__ts0p975.json,33501,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-1__ts1p025.json,33757,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-1__ts1p050.json,34297,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-2__ts0p950.json,33352,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-2__ts1p000.json,33596,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-3__ts0p975.json,33536,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr-3__ts1p025.json,34011,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr0__ts0p975.json,33672,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr0__ts1p000.json,33531,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr0__ts1p025.json,33985,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\12piano_sonata_332_hisamori_merged_piano__tr0__ts1p050.json,33933,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+1__ts0p950.json,38128,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+1__ts0p975.json,38350,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+1__ts1p025.json,38825,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+1__ts1p050.json,38801,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+2__ts0p950.json,37997,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+2__ts0p975.json,38246,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+3__ts1p000.json,38524,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr+3__ts1p050.json,38944,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr-1__ts0p975.json,38232,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr-2__ts0p950.json,37972,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr-2__ts1p050.json,39082,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr-3__ts1p050.json,38794,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr0__ts1p000.json,38513,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\13piano_sonata_333_hisamori_merged_piano__tr0__ts1p050.json,38936,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr+1__ts1p000.json,33135,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr+1__ts1p025.json,33190,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr+1__ts1p050.json,33264,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr+2__ts0p950.json,32625,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr+2__ts1p050.json,33359,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-1__ts0p950.json,32473,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-2__ts1p000.json,33072,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-2__ts1p025.json,33079,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-2__ts1p050.json,33277,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-3__ts1p000.json,32942,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr-3__ts1p050.json,33209,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr0__ts0p975.json,32754,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr0__ts1p000.json,33024,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\14piano_sonata_457_hisamori_merged_piano__tr0__ts1p050.json,33203,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr+1__ts0p950.json,39477,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr+3__ts0p950.json,39207,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr+3__ts1p000.json,39739,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr+3__ts1p050.json,40275,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-1__ts0p950.json,39374,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-1__ts1p025.json,39814,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-1__ts1p050.json,40165,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-2__ts0p975.json,39489,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-2__ts1p000.json,39739,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-2__ts1p025.json,39870,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-3__ts0p975.json,39453,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr-3__ts1p025.json,40028,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr0__ts1p000.json,39556,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\15piano_sonata_593-494_hisamori_merged_piano__tr0__ts1p050.json,40201,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+1__ts0p950.json,18893,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+2__ts0p950.json,18867,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+2__ts1p025.json,19411,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+2__ts1p050.json,19403,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+3__ts0p975.json,19285,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr+3__ts1p025.json,19299,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr-1__ts1p000.json,19300,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr-1__ts1p025.json,19453,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr-1__ts1p050.json,19240,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr-2__ts0p950.json,18966,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr-3__ts1p025.json,19524,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr0__ts1p000.json,19613,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr0__ts1p025.json,19399,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\16piano_sonata_545_hisamori_merged_piano__tr0__ts1p050.json,19226,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr+1__ts1p025.json,17783,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr+1__ts1p050.json,17905,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr+3__ts0p975.json,17342,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr+3__ts1p000.json,17808,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr+3__ts1p050.json,17862,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-1__ts0p950.json,17508,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-1__ts0p975.json,17545,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-1__ts1p025.json,17720,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-1__ts1p050.json,17876,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-2__ts1p000.json,17556,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-3__ts0p950.json,17366,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-3__ts1p000.json,17820,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr-3__ts1p050.json,17903,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\17piano_sonata_547a_hisamori_merged_piano__tr0__ts1p000.json,17695,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+1__ts0p950.json,29829,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+1__ts0p975.json,29890,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+2__ts0p950.json,29712,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+2__ts1p000.json,29844,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+2__ts1p025.json,29918,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+2__ts1p050.json,30254,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr+3__ts1p025.json,29917,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr-1__ts0p975.json,29874,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr-1__ts1p000.json,29844,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr-2__ts1p050.json,30240,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr-3__ts0p950.json,29837,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr0__ts0p950.json,29877,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr0__ts1p000.json,29881,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\18piano_sonata_570_hisamori_merged_piano__tr0__ts1p025.json,29918,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr+1__ts0p975.json,32375,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr+2__ts0p975.json,32654,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr+2__ts1p050.json,33212,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr+3__ts0p975.json,32467,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr+3__ts1p000.json,33301,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-1__ts1p025.json,32711,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-1__ts1p050.json,33115,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-2__ts0p950.json,32412,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-2__ts1p000.json,33216,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-2__ts1p025.json,32509,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr-3__ts1p025.json,32777,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr0__ts0p975.json,32688,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr0__ts1p000.json,33301,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\19_piano_sonata_576_hisamori_merged_piano__tr0__ts1p050.json,33222,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr+1__ts0p975.json,31146,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr+1__ts1p025.json,31582,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr+1__ts1p050.json,31893,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr+2__ts1p025.json,31473,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr+3__ts1p025.json,31637,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-1__ts0p950.json,31420,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-1__ts0p975.json,31149,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-2__ts0p950.json,31307,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-2__ts1p050.json,31951,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-3__ts0p975.json,31216,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr-3__ts1p025.json,31637,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr0__ts1p000.json,31934,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr0__ts1p025.json,31829,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\1piano_sonata_279_hisamori_merged_piano__tr0__ts1p050.json,31839,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+1__ts0p975.json,25599,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+1__ts1p050.json,26067,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+2__ts0p950.json,25502,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+2__ts1p000.json,25924,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+3__ts0p950.json,25527,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr+3__ts1p000.json,25880,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-1__ts0p950.json,25609,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-2__ts0p950.json,25592,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-2__ts0p975.json,25593,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-2__ts1p025.json,25995,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-2__ts1p050.json,26083,4,663
C:\Users\herre\PycharmProjects\TFG_INFO\data\interim\tokenized_finetuning_v3\2piano_sonata_280_hisamori_merged_piano__tr-3__ts1p000.json,25837,4,663
